date/time,latitude,longitude,depth,magnitude,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-05-24T04:22:51.360Z,35.905,139.883,93.1,4.2,mb,38,,,1.12,us,usp000afeh,2014-11-07T01:12:50.093Z,"3 km ENE of Yoshikawa, Japan",earthquake,,13,,17,reviewed,us,us
2001-05-22T09:22:13.120Z,33.332,140.25,33,3.7,mb,6,,,0.88,us,usp000afbh,2014-11-07T01:12:49.646Z,"186 km S of Tateyama, Japan",earthquake,,,,1,reviewed,us,us
2001-05-21T05:25:22.490Z,40.969,143.092,33,5,mb,176,,,0.95,us,usp000af9h,2014-11-07T01:12:49.436Z,"144 km ENE of Hachinohe, Japan",earthquake,,,,86,reviewed,us,us
2001-05-20T15:31:58.920Z,34.824,138.243,227.6,4,mb,20,,,0.84,us,usp000af8g,2014-11-07T01:12:49.321Z,"5 km SSW of Fujieda, Japan",earthquake,,6.5,,6,reviewed,us,us
2001-05-18T20:54:06.530Z,36.941,135.369,368.6,3.8,mb,18,,,0.8,us,usp000af57,2014-11-07T01:12:48.573Z,"106 km NW of Mikuni, Japan",earthquake,,5.6,,3,reviewed,us,us
2001-05-18T17:17:22.430Z,36.796,141.771,51,3.8,mb,14,,,1.27,us,usp000af4z,2014-11-07T01:12:48.546Z,"83 km ESE of Iwaki, Japan",earthquake,,21.5,,4,reviewed,us,us
2001-05-18T07:28:44.600Z,34.403,136.186,372.4,4.6,mb,109,,,0.83,us,usp000af48,2014-11-07T01:12:48.459Z,"25 km SSE of Nabari, Japan",earthquake,,,,51,reviewed,us,us
2001-05-17T14:18:41.380Z,36.658,141.59,33,4.4,mb,18,,,1.2,us,usp000af2b,2014-11-07T01:12:48.249Z,"76 km E of Kitaibaraki, Japan",earthquake,,,,7,reviewed,us,us
2001-05-10T06:32:41.340Z,39.892,143.897,33,4.3,mb,16,,,0.59,us,usp000aeqh,2014-11-07T01:12:46.952Z,"169 km E of Miyako, Japan",earthquake,,,,5,reviewed,us,us
2001-05-06T13:55:58.770Z,36.809,138.588,195.7,3.1,mb,9,,,1.06,us,usp000aeh4,2014-11-07T01:12:46.067Z,"20 km ESE of Iiyama, Japan",earthquake,,7.2,,1,reviewed,us,us
2001-05-06T11:20:05.800Z,38.538,142.363,36.9,4.1,mb,19,,,0.85,us,usp000aeh1,2014-11-07T01:12:46.054Z,"81 km SE of ?funato, Japan",earthquake,,,,4,reviewed,us,us
2001-05-01T13:01:38.600Z,34.138,139.258,10,4.7,mb,65,,,0.84,us,usp000ae98,2014-11-07T01:12:42.083Z,"66 km SSE of Shimoda, Japan",earthquake,,,,21,reviewed,us,us
2001-04-29T06:39:33.740Z,36.336,141.559,33,3.8,mb,8,,,0.51,us,usp000ae5b,2014-11-07T01:12:39.262Z,"86 km ESE of Takahagi, Japan",earthquake,,,,1,reviewed,us,us
2001-04-26T13:35:59.240Z,35.066,141.516,33,3.6,mb,6,,,0.62,us,usp000adzq,2014-11-07T01:12:38.225Z,"96 km SE of Hasaki, Japan",earthquake,,,,1,reviewed,us,us
2001-04-25T13:08:47.110Z,37.098,141.104,69.1,3.9,mb,15,,,0.59,us,usp000ady6,2014-11-07T01:12:38.040Z,"20 km ENE of Iwaki, Japan",earthquake,,15.1,,4,reviewed,us,us
2001-04-23T18:08:22.430Z,39.893,143.678,33,3.5,mb,9,,,0.5,us,usp000adv2,2014-11-07T01:12:37.660Z,"151 km E of Miyako, Japan",earthquake,,,,2,reviewed,us,us
2001-04-19T16:44:51.160Z,36.006,139.699,80.5,4.2,mb,36,,,1.08,us,usp000adk0,2014-11-07T01:12:36.128Z,"3 km SW of Sugito, Japan",earthquake,,9.9,,15,reviewed,us,us
2001-04-17T00:39:55.860Z,35.494,140.846,47.6,4.8,mb,148,,,0.93,us,usp000add8,2014-11-07T01:12:35.364Z,"26 km S of Hasaki, Japan",earthquake,,7.6,,64,reviewed,us,us
2001-04-16T10:05:15.840Z,35.389,135.954,10,4.1,mb,33,,,1.44,us,usp000adc0,2014-11-07T01:12:35.217Z,"22 km ESE of Obama, Japan",earthquake,,,,13,reviewed,us,us
2001-04-14T01:44:13.010Z,35.117,133.372,10,4,mb,14,,,1.38,us,usp000ad6v,2014-11-07T01:12:34.637Z,"17 km NNW of Niimi, Japan",earthquake,,,,3,reviewed,us,us
2001-04-13T19:48:01.650Z,35.882,141.303,42.7,4.3,mb,20,,,0.87,us,usp000ad6a,2014-11-07T01:12:34.565Z,"45 km ENE of Hasaki, Japan",earthquake,,14.2,,6,reviewed,us,us
2001-04-12T07:01:50.010Z,37.493,141.487,45.2,5.4,mwc,129,,,0.72,us,usp000ad2w,2016-11-09T22:16:52.820Z,"43 km E of Namie, Japan",earthquake,,7.8,,,reviewed,us,hrv
2001-04-10T18:56:17.400Z,34.272,141.279,33,3.7,mb,9,,,1.02,us,usp000acz8,2014-11-07T01:12:33.830Z,"131 km SE of Katsuura, Japan",earthquake,,,,1,reviewed,us,us
2001-04-10T01:03:59.470Z,35.182,140.245,100,4.8,mb,112,,,0.83,us,usp000acxa,2014-11-07T01:12:33.589Z,"7 km WNW of Katsuura, Japan",earthquake,,,,44,reviewed,us,us
2001-04-06T11:15:04.710Z,36.762,135.556,10,4.6,mb,28,,,1.39,us,usp000acpw,2014-11-07T01:12:32.442Z,"80 km NW of Mikuni, Japan",earthquake,,,,8,reviewed,us,us
2001-04-06T05:32:19.040Z,38.611,133.668,456.9,3.9,mb,33,,,0.88,us,usp000acp9,2014-11-07T01:12:32.336Z,Sea of Japan,earthquake,,6.4,,13,reviewed,us,us
2001-04-04T22:22:26.740Z,39.539,141.618,100.5,4.4,mb,45,,,0.92,us,usp000ackt,2014-11-07T01:12:31.885Z,"25 km NNE of T?no, Japan",earthquake,,,,26,reviewed,us,us
2001-04-03T14:57:10.810Z,34.898,138.021,33,5.4,mwc,183,,,0.86,us,usp000acgf,2022-04-29T19:18:41.740Z,"10 km NE of Mori, Japan",earthquake,,,,,reviewed,us,hrv
2001-04-03T12:14:41.630Z,33.712,131.918,64,4.6,mb,41,,,1.24,us,usp000acg8,2014-11-07T01:12:31.104Z,"27 km S of Hikari, Japan",earthquake,,,,14,reviewed,us,us
2001-04-02T19:54:18.400Z,40.589,141.772,63.8,5.5,mwc,309,,,0.85,us,usp000acey,2022-04-29T19:10:59.042Z,"25 km ENE of Hachinohe, Japan",earthquake,,,,,reviewed,us,hrv
2001-04-01T08:30:38.710Z,36.817,139.054,33,4.3,mb,33,,,1.21,us,usp000acby,2014-11-07T01:12:29.247Z,"20 km N of Numata, Japan",earthquake,,,,13,reviewed,us,us
2001-03-30T23:07:38.000Z,35.107,141.395,33,3.8,mb,14,,,0.82,us,usp000ac97,2014-11-07T01:12:26.768Z,"86 km SE of Hasaki, Japan",earthquake,,,,1,reviewed,us,us
2001-03-30T21:09:43.570Z,36.771,139.309,10,5,mb,77,,,1.07,us,usp000ac92,2014-11-07T01:12:26.738Z,"27 km W of Nikk?, Japan",earthquake,,,,30,reviewed,us,us
2001-03-30T19:25:53.170Z,36.737,139.384,10,4,mb,24,,,1,us,usp000ac8v,2014-11-07T01:12:26.704Z,"20 km W of Nikk?, Japan",earthquake,,,,9,reviewed,us,us
2001-03-29T04:50:34.110Z,36.568,138.298,175.4,4,mb,34,,,1.02,us,usp000ac5q,2014-11-07T01:12:26.369Z,"9 km S of Suzaka, Japan",earthquake,,5.7,,11,reviewed,us,us
2001-03-25T20:40:51.440Z,34.017,132.542,42.9,5.2,mwc,214,,,0.76,us,usp000ac1b,2022-04-29T19:15:10.183Z,"22 km WNW of H?j?, Japan",earthquake,,,,,reviewed,us,hrv
2001-03-25T17:15:59.120Z,33.907,132.587,49.2,4.1,mb,20,,,0.88,us,usp000ac14,2014-11-07T01:12:25.429Z,"17 km NW of Masaki-ch?, Japan",earthquake,,16.7,,8,reviewed,us,us
2001-03-25T10:19:10.320Z,34.01,132.583,48.4,4.4,mb,36,,,1.04,us,usp000ac0e,2014-11-07T01:12:25.026Z,"18 km WNW of H?j?, Japan",earthquake,,,,10,reviewed,us,us
2001-03-24T21:24:32.810Z,38.383,143.255,33,5.2,mwc,202,,,0.9,us,usp000abzh,2016-11-09T22:09:00.059Z,"154 km ESE of ?funato, Japan",earthquake,,,,,reviewed,us,hrv
2001-03-24T17:52:41.410Z,34.226,139.992,91.5,4.5,mb,17,,,1.42,us,usp000abza,2014-11-07T01:12:24.912Z,"84 km S of Tateyama, Japan",earthquake,,,,3,reviewed,us,us
2001-03-24T13:37:33.380Z,33.997,132.601,61.9,3.8,mb,19,,,1.21,us,usp000abyx,2014-11-07T01:12:24.885Z,"16 km W of H?j?, Japan",earthquake,,,,5,reviewed,us,us
2001-03-24T06:27:53.580Z,34.083,132.526,50,6.8,mwc,596,,,0.85,us,usp000abyg,2022-04-29T19:10:08.722Z,"16 km SSW of Kure, Japan",earthquake,,,,,reviewed,us,hrv
2001-03-22T19:34:29.500Z,33.78,136.769,379.2,3.4,mb,18,,,0.74,us,usp000abvu,2014-11-07T01:12:23.647Z,"61 km ESE of Owase, Japan",earthquake,,6.4,,2,reviewed,us,us
2001-03-22T19:19:39.430Z,35.956,141.455,33,3.9,mb,14,,,1.13,us,usp000abvt,2014-11-07T01:12:23.645Z,"61 km ENE of Hasaki, Japan",earthquake,,,,4,reviewed,us,us
2001-03-21T18:05:57.830Z,37.16,142.322,33,4,mb,11,,,1.27,us,usp000abu1,2014-11-07T01:12:23.328Z,"122 km ESE of Namie, Japan",earthquake,,,,1,reviewed,us,us
2001-03-21T13:14:11.700Z,36.45,140.988,63.9,4.3,mb,43,,,0.87,us,usp000abtt,2014-11-07T01:12:23.305Z,"34 km ESE of Hitachi, Japan",earthquake,,11.1,,18,reviewed,us,us
2001-03-20T11:40:43.260Z,36.398,141.154,42,4.8,mb,74,,,0.99,us,usp000absa,2014-11-07T01:12:23.185Z,"50 km ESE of Hitachi, Japan",earthquake,,,,31,reviewed,us,us
2001-03-20T08:57:12.020Z,36.03,141.292,33,4.7,mb,61,,,0.83,us,usp000abs1,2014-11-07T01:12:23.152Z,"52 km NE of Hasaki, Japan",earthquake,,,,19,reviewed,us,us
2001-03-20T08:14:31.530Z,35.897,141.446,33,3.4,mb,6,,,0.75,us,usp000abrz,2014-11-07T01:12:23.149Z,"58 km ENE of Hasaki, Japan",earthquake,,,,1,reviewed,us,us
2001-03-18T01:05:57.790Z,37.07,142.111,68.9,4.1,mb,10,,,0.44,us,usp000abn9,2014-11-07T01:12:22.097Z,"108 km ESE of Namie, Japan",earthquake,,16.5,,1,reviewed,us,us
2001-03-16T09:23:56.530Z,35.359,142.367,33,4.3,mb,19,,,0.77,us,usp000abgy,2014-11-07T01:12:21.565Z,"145 km ESE of Hasaki, Japan",earthquake,,,,3,reviewed,us,us
2001-03-12T21:07:55.690Z,36.089,137.359,267.2,4.1,mb,25,,,1.24,us,usp000ab9z,2014-11-07T01:12:20.273Z,"10 km ESE of Takayama, Japan",earthquake,,6.6,,4,reviewed,us,us
2001-03-12T02:58:32.810Z,35.612,140.412,84.4,4.2,mb,34,,,1.17,us,usp000ab8x,2014-11-07T01:12:20.144Z,"1 km NNW of Narut?, Japan",earthquake,,13.3,,8,reviewed,us,us
2001-03-09T19:52:33.480Z,39.015,141.511,113.2,3.7,mb,10,,,1.03,us,usp000ab5p,2014-11-07T01:12:19.742Z,"18 km WSW of ?funato, Japan",earthquake,,,,1,reviewed,us,us
2001-03-06T05:32:15.170Z,36.638,140.814,54,4.7,mb,69,,,0.95,us,usp000aazt,2014-11-07T01:12:18.913Z,"12 km SE of Takahagi, Japan",earthquake,,9.8,,31,reviewed,us,us
2001-03-05T00:18:37.170Z,35.841,141.469,33,4.4,mb,31,,,0.92,us,usp000aaxj,2014-11-07T01:12:18.467Z,"58 km ENE of Hasaki, Japan",earthquake,,,,8,reviewed,us,us
2001-02-26T06:08:32.660Z,37.201,142.131,33,5.3,ms,135,,,0.86,us,usp000aadr,2022-04-29T19:13:53.926Z,"105 km ESE of Namie, Japan",earthquake,,,,5,reviewed,us,us
2001-02-25T05:34:01.090Z,35.141,141.143,33,4.6,mb,64,,,0.98,us,usp000aaaq,2014-11-07T01:12:11.815Z,"69 km E of ?hara, Japan",earthquake,,,,30,reviewed,us,us
2001-02-25T05:05:31.460Z,34.721,139.528,33,4.7,mb,93,,,0.96,us,usp000aaan,2014-11-07T01:12:11.805Z,"42 km SW of Tateyama, Japan",earthquake,,,,48,reviewed,us,us
2001-02-25T00:02:38.400Z,37.188,142.334,33,3.8,mb,16,,,1.09,us,usp000aaa3,2014-11-07T01:12:11.699Z,"122 km ESE of Namie, Japan",earthquake,,,,2,reviewed,us,us
2001-02-24T21:53:54.190Z,37.217,142.146,33,5.9,mwc,231,,,1.01,us,usp000aa9u,2022-04-29T19:10:32.477Z,"105 km ESE of Namie, Japan",earthquake,,,,,reviewed,us,hrv
2001-02-22T22:23:46.590Z,34.674,137.493,36.5,4.9,mb,51,,,0.93,us,usp000aa5j,2014-11-07T01:12:11.066Z,"14 km SE of Toyohashi, Japan",earthquake,,8.5,,42,reviewed,us,us
2001-02-22T08:15:46.750Z,36.985,142.29,33,3.4,mb,7,,,0.93,us,usp000aa42,2014-11-07T01:12:10.948Z,"125 km E of Iwaki, Japan",earthquake,,,,1,reviewed,us,us
2001-02-21T16:59:56.160Z,33.418,137.271,360.7,4.7,mb,155,,,0.78,us,usp000aa2g,2014-11-07T01:12:10.731Z,"near the south coast of Honshu, Japan",earthquake,,4.3,,69,reviewed,us,us
2001-02-18T07:17:24.690Z,36.007,139.657,75.6,4.1,mb,27,,,0.85,us,usp000a9v8,2014-11-07T01:12:10.016Z,"1 km SSW of Shiraoka, Japan",earthquake,,9.9,,11,reviewed,us,us
2001-02-15T17:19:08.040Z,35.405,134.468,33,4.1,mb,17,,,0.99,us,usp000a9pu,2014-11-07T01:12:09.200Z,"23 km ESE of Tottori, Japan",earthquake,,,,5,reviewed,us,us
2001-02-14T19:45:25.190Z,36.325,140.581,83.2,4.1,mb,12,,,1.26,us,usp000a9n9,2014-11-07T01:12:08.748Z,"1 km NNW of ?arai, Japan",earthquake,,15.7,,3,reviewed,us,us
2001-02-12T16:19:34.230Z,34.271,139.036,33,4.3,mb,31,,,0.99,us,usp000a9hr,2014-11-07T01:12:08.032Z,"45 km S of Shimoda, Japan",earthquake,,,,5,reviewed,us,us
2001-02-11T03:51:49.240Z,39.163,142.281,76.2,4.2,mb,24,,,1.01,us,usp000a9f3,2014-11-07T01:12:07.730Z,"37 km ESE of Kamaishi, Japan",earthquake,,12.4,,8,reviewed,us,us
2001-02-11T00:17:30.010Z,35.389,133.265,33,4.2,mb,12,,,1.19,us,usp000a9ef,2014-11-07T01:12:07.655Z,"4 km SSE of Yasugich?, Japan",earthquake,,,,5,reviewed,us,us
2001-02-10T16:18:13.850Z,37.996,140.551,125.1,3.9,mb,28,,,1.01,us,usp000a9ds,2014-11-07T01:12:07.437Z,"5 km W of Shiroishi, Japan",earthquake,,9.7,,6,reviewed,us,us
2001-02-08T05:12:01.210Z,34.151,134.508,33.6,4.2,mb,18,,,1.03,us,usp000a98m,2014-11-07T01:12:06.658Z,"10 km WSW of Narutoch?-mitsuishi, Japan",earthquake,,10.2,,6,reviewed,us,us
2001-02-04T19:17:15.180Z,37.465,140.894,70.1,4.4,mb,52,,,1.09,us,usp000a92q,2014-11-07T01:12:05.535Z,"9 km WSW of Namie, Japan",earthquake,,,,16,reviewed,us,us
2001-02-01T23:10:07.960Z,35.473,138.938,54.6,4.2,mb,24,,,0.93,us,usp000a8vp,2014-11-07T01:12:03.884Z,"13 km ENE of Fujiyoshida, Japan",earthquake,,11.5,,7,reviewed,us,us
2001-01-31T16:50:53.610Z,35.829,134.345,33,4,mb,9,,,1.06,us,usp000a8sf,2014-11-07T01:12:00.446Z,"37 km NNE of Tottori, Japan",earthquake,,,,2,reviewed,us,us
2001-01-25T23:42:25.810Z,34.999,135.669,33,3.8,mb,7,,,1.24,us,usp000a8dd,2014-11-07T01:11:58.950Z,"1 km SSW of Arashiyama, Japan",earthquake,,,,2,reviewed,us,us
2001-01-25T12:33:03.070Z,34.007,135.09,33,3.5,mb,10,,,0.89,us,usp000a8cv,2014-11-07T01:11:58.861Z,"15 km NNW of Gob?, Japan",earthquake,,,,2,reviewed,us,us
2001-01-25T10:45:25.490Z,33.926,134.573,45.1,4.7,mb,54,,,1.13,us,usp000a8cr,2014-11-07T01:11:58.848Z,"7 km W of Anan, Japan",earthquake,,,,26,reviewed,us,us
2001-01-23T15:03:49.840Z,35.507,134.416,33,4.4,ms,13,,,0.91,us,usp000a883,2014-11-07T01:11:58.310Z,"16 km E of Tottori, Japan",earthquake,,,,1,reviewed,us,us
2001-01-19T22:24:00.410Z,35.758,134.463,10,4.5,mb,16,,,1.32,us,usp000a80d,2014-11-07T01:11:57.532Z,"35 km NE of Tottori, Japan",earthquake,,,,11,reviewed,us,us
2001-01-19T20:19:54.490Z,35.823,134.452,33,4.3,mb,17,,,1.43,us,usp000a807,2014-11-07T01:11:57.519Z,"40 km NNE of Tottori, Japan",earthquake,,,,12,reviewed,us,us
2001-01-17T15:53:05.660Z,35.077,141.311,33,4.1,mb,8,,,1.28,us,usp000a7w3,2014-11-07T01:11:57.021Z,"84 km SSE of Hasaki, Japan",earthquake,,,,2,reviewed,us,us
2001-01-15T14:20:46.170Z,35.531,134.471,10,4.4,mb,19,,,1.26,us,usp000a7r2,2014-11-07T01:11:56.034Z,"21 km E of Tottori, Japan",earthquake,,,,5,reviewed,us,us
2001-01-11T23:00:07.170Z,35.477,134.403,33,5.3,mwc,172,,,1.07,us,usp000a7hv,2022-04-29T19:04:19.679Z,"15 km E of Tottori, Japan",earthquake,,,,,reviewed,us,hrv
2001-01-09T04:37:48.610Z,33.569,132.124,48.9,4.9,mb,93,,,0.99,us,usp000a7bt,2014-11-07T01:11:53.360Z,"40 km W of ?zu, Japan",earthquake,,,,38,reviewed,us,us
2001-01-06T16:40:01.110Z,36.052,141.627,33,4.5,mb,15,,,1.2,us,usp000a77f,2014-11-07T01:11:52.645Z,"79 km ENE of Hasaki, Japan",earthquake,,,,10,reviewed,us,us
2001-01-06T02:48:09.820Z,35.349,137.012,44.7,4.8,mb,48,,,1.05,us,usp000a76q,2014-11-07T01:11:52.478Z,"7 km ESE of Inuyama, Japan",earthquake,,,,23,reviewed,us,us
2001-01-04T04:18:21.430Z,36.981,138.629,21.4,5.3,mwc,240,,,0.78,us,usp000a74c,2016-11-09T21:35:38.927Z,"20 km WSW of Shiozawa, Japan",earthquake,,5.4,,,reviewed,us,hrv
2001-01-02T10:53:23.280Z,37.218,138.431,33,4.9,mb,43,,,0.93,us,usp000a72e,2014-11-07T01:11:50.950Z,"18 km ENE of J?etsu, Japan",earthquake,,,,15,reviewed,us,us
2000-12-28T05:24:53.430Z,34.2,139.108,33,4.6,mb,18,,,1.19,us,usp000a6u1,2014-11-07T01:11:46.925Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-12-28T04:25:12.150Z,34.045,139.16,33,4,mb,11,,,1,us,usp000a6tx,2014-11-07T01:11:46.898Z,"72 km SSE of Shimoda, Japan",earthquake,,,,2,reviewed,us,us
2000-12-21T20:50:06.180Z,33.518,140.497,65.7,4.4,mb,39,,,1.17,us,usp000a6h6,2014-11-07T01:11:45.641Z,"172 km SSE of Tateyama, Japan",earthquake,,,,14,reviewed,us,us
2000-12-20T02:28:26.980Z,38.03,142.594,33,4.1,mb,15,,,0.73,us,usp000a6d4,2014-11-07T01:11:44.995Z,"121 km ESE of Ishinomaki, Japan",earthquake,,,,2,reviewed,us,us
2000-12-18T07:16:31.260Z,33.836,137.17,360.8,2.7,mb,14,,,0.82,us,usp000a68w,2014-11-07T01:11:44.633Z,"77 km SSE of Toba, Japan",earthquake,,6.3,,1,reviewed,us,us
2000-12-11T20:12:03.110Z,33.451,138.213,312.1,3.8,mb,15,,,0.87,us,usp000a5x9,2014-11-07T01:11:43.278Z,"127 km S of ?yama, Japan",earthquake,,7.3,,1,reviewed,us,us
2000-12-08T17:48:38.850Z,36.739,141.486,33,4,mb,21,,,1.25,us,usp000a5qu,2014-11-07T01:11:41.802Z,"63 km ESE of Iwaki, Japan",earthquake,,,,2,reviewed,us,us
2000-12-07T14:09:32.650Z,35.455,133.188,33,3.8,mb,8,,,1.25,us,usp000a5ns,2014-11-07T01:11:41.497Z,"6 km NW of Yasugich?, Japan",earthquake,,,,1,reviewed,us,us
2000-12-05T22:38:25.340Z,34.132,139.081,33,4,mb,16,,,1.14,us,usp000a5jt,2014-11-07T01:11:40.918Z,"61 km SSE of Shimoda, Japan",earthquake,,,,2,reviewed,us,us
2000-12-04T16:47:37.550Z,35.748,140.948,59.8,5.7,mwc,208,,,0.97,us,usp000a5gk,2022-04-29T19:19:17.823Z,"10 km E of Hasaki, Japan",earthquake,,8.1,,,reviewed,us,hrv
2000-11-30T18:46:41.540Z,33.619,132.111,69.7,4.5,mb,23,,,0.79,us,usp000a59k,2014-11-07T01:11:35.791Z,"38 km S of Yanai, Japan",earthquake,,7,,4,reviewed,us,us
2000-11-28T01:04:29.380Z,34.792,135.927,366,4.4,mb,73,,,0.89,us,usp000a532,2014-11-07T01:11:34.606Z,"15 km ESE of Tanabe, Japan",earthquake,,4.1,,27,reviewed,us,us
2000-11-27T12:53:45.630Z,35.588,140.696,67.5,4.6,mb,18,,,0.72,us,usp000a52e,2014-11-07T01:11:34.565Z,"14 km SSE of Asahi, Japan",earthquake,,12.7,,4,reviewed,us,us
2000-11-26T07:30:57.310Z,36.572,140.489,100.7,4.1,mb,20,,,1,us,usp000a4zt,2014-11-07T01:11:34.180Z,"6 km ENE of ?miya, Japan",earthquake,,,,4,reviewed,us,us
2000-11-25T19:41:58.860Z,40.648,142.302,80.2,4.6,mb,30,,,0.76,us,usp000a4y4,2014-11-07T01:11:34.006Z,"69 km ENE of Hachinohe, Japan",earthquake,,6.2,,6,reviewed,us,us
2000-11-16T09:31:43.170Z,37.556,141.402,49.1,5.3,mb,117,,,0.88,us,usp000a3tj,2014-11-07T01:11:29.351Z,"near the east coast of Honshu, Japan",earthquake,,,,35,reviewed,us,us
2000-11-13T19:13:22.800Z,35.67,140.202,71.9,4,mb,18,,,0.94,us,usp000a3jk,2014-11-07T01:11:28.387Z,"3 km NE of Yotsukaid?, Japan",earthquake,,14,,2,reviewed,us,us
2000-11-13T06:37:14.190Z,35.556,141.164,33,4.1,mb,10,,,1.1,us,usp000a3he,2014-11-07T01:11:28.196Z,"35 km ESE of Hasaki, Japan",earthquake,,,,1,reviewed,us,us
2000-11-12T21:58:49.570Z,40.591,143.667,33,3.8,mb,13,,,1.33,us,usp000a3gk,2014-11-07T01:11:28.123Z,"180 km NE of Miyako, Japan",earthquake,,,,1,reviewed,us,us
2000-11-09T03:10:44.820Z,34.427,139.718,119.1,4.1,mb,13,,,0.88,us,usp000a38y,2014-11-07T01:11:26.943Z,"63 km SSW of Tateyama, Japan",earthquake,,14,,1,reviewed,us,us
2000-11-05T04:14:09.980Z,36.293,142.389,33,4.2,mb,23,,,0.65,us,usp000a2z7,2014-11-07T01:11:25.602Z,"153 km ENE of Hasaki, Japan",earthquake,,,,3,reviewed,us,us
2000-11-05T02:24:17.460Z,36.212,142.409,33,4.5,mb,34,,,0.91,us,usp000a2yz,2014-11-07T01:11:25.568Z,"151 km ENE of Hasaki, Japan",earthquake,,,,9,reviewed,us,us
2000-11-05T01:53:26.900Z,36.275,142.256,33,5.2,mb,213,,,0.84,us,usp000a2yx,2022-04-29T18:56:43.289Z,"141 km ENE of Hasaki, Japan",earthquake,,,,92,reviewed,us,us
2000-10-30T19:20:36.130Z,34.343,139.187,10,5,mb,61,,,1.05,us,usp000a2r0,2014-11-07T01:11:20.123Z,"43 km SSE of Shimoda, Japan",earthquake,,,,19,reviewed,us,us
2000-10-30T16:42:51.710Z,34.3,136.214,34.9,5.5,mwc,120,,,0.94,us,usp000a2qv,2022-04-29T18:56:05.435Z,"western Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-10-23T23:11:05.250Z,35.724,140.13,85.6,4.7,mb,20,,,0.71,us,usp000a29y,2014-11-07T01:11:18.507Z,"8 km NNW of Yotsukaid?, Japan",earthquake,,12.5,,3,reviewed,us,us
2000-10-21T12:44:19.490Z,41.065,142.006,77.7,4.5,mb,23,,,1.03,us,usp000a261,2014-11-07T01:11:18.033Z,"66 km NE of Misawa, Japan",earthquake,,9.3,,5,reviewed,us,us
2000-10-19T12:12:50.820Z,37.057,142.106,33,4,mb,16,,,0.96,us,usp000a22x,2014-11-07T01:11:17.411Z,"108 km E of Iwaki, Japan",earthquake,,,,1,reviewed,us,us
2000-10-19T02:40:10.860Z,34.063,137.228,333.4,4.6,mb,73,,,0.85,us,usp000a22d,2014-11-07T01:11:17.372Z,"58 km SE of Toba, Japan",earthquake,,,,22,reviewed,us,us
2000-10-18T03:58:28.320Z,36.975,139.531,46.1,4.1,mb,22,,,0.68,us,usp000a20f,2014-11-07T01:11:17.169Z,"26 km NNW of Nikk?, Japan",earthquake,,14.2,,3,reviewed,us,us
2000-10-15T23:40:21.500Z,35.394,140.315,66,3.8,mb,13,,,1.2,us,usp000a1v8,2014-11-07T01:11:16.743Z,"3 km SSE of Mobara, Japan",earthquake,,21.3,,1,reviewed,us,us
2000-10-14T11:19:39.310Z,34.006,140.434,91.5,4.9,mb,104,,,0.72,us,usp000a1rp,2014-11-07T01:11:16.447Z,"120 km SSE of Tateyama, Japan",earthquake,,,,51,reviewed,us,us
2000-10-13T22:30:38.380Z,34.155,136.902,358.2,4.3,mb,25,,,0.88,us,usp000a1r3,2014-11-07T01:11:16.390Z,"36 km S of Toba, Japan",earthquake,,6.8,,5,reviewed,us,us
2000-10-13T20:36:24.200Z,34.351,141.166,33,4.1,mb,17,,,1.37,us,usp000a1qz,2014-11-07T01:11:16.374Z,"117 km SE of Katsuura, Japan",earthquake,,,,2,reviewed,us,us
2000-10-12T01:31:27.090Z,35.455,140.95,70.2,4.7,mb,20,,,0.8,us,usp000a1n4,2014-11-07T01:11:16.070Z,"32 km SSE of Hasaki, Japan",earthquake,,15.4,,3,reviewed,us,us
2000-10-11T20:37:06.850Z,38.076,139.54,10,3.7,mb,12,,,0.52,us,usp000a1ms,2014-11-07T01:11:16.041Z,"18 km SSE of Murakami, Japan",earthquake,,,,1,reviewed,us,us
2000-10-11T20:35:32.650Z,38.046,139.627,10,3.6,mb,14,,,1,us,usp000a1mr,2014-11-07T01:11:16.038Z,"24 km SSE of Murakami, Japan",earthquake,,,,1,reviewed,us,us
2000-10-11T06:15:40.690Z,35.64,139.736,87,4.4,mb,10,,,1.12,us,usp000a1kw,2014-11-07T01:11:15.941Z,"6 km SE of Tokyo, Japan",earthquake,,,,1,reviewed,us,us
2000-10-08T11:59:36.630Z,35.575,133.232,10,3.8,mb,10,,,1.2,us,usp000a1fc,2014-11-07T01:11:15.291Z,"4 km N of Sakaiminato, Japan",earthquake,,,,1,reviewed,us,us
2000-10-08T11:51:17.820Z,35.363,133.311,10,5.2,mwc,70,,,1.37,us,usp000a1fa,2022-04-29T18:54:31.596Z,"8 km SSW of Yonago, Japan",earthquake,,,,,reviewed,us,hrv
2000-10-08T04:17:55.120Z,35.145,133.039,10,5.4,mwc,76,,,1.08,us,usp000a1em,2022-04-29T17:49:53.845Z,"32 km N of Sh?bara, Japan",earthquake,,,,,reviewed,us,hrv
2000-10-06T21:38:11.410Z,35.492,133.24,10,4.2,mb,9,,,1.03,us,usp000a1cb,2014-11-07T01:11:14.735Z,"5 km S of Sakaiminato, Japan",earthquake,,,,2,reviewed,us,us
