date/time,latitude,longitude,depth,magnitude,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1989-11-02T10:03:11.550Z,39.596,143.137,33,4.7,mb,,,,1.1,us,usp00041mq,2014-11-07T00:45:09.587Z,"102 km E of Miyako, Japan",earthquake,,,,11,reviewed,us,us
1989-11-02T09:34:40.910Z,39.788,143.173,33.6,4.9,mb,,,,1.1,us,usp00041mp,2014-11-07T00:45:09.580Z,"106 km E of Miyako, Japan",earthquake,,14.2,,11,reviewed,us,us
1989-11-02T08:15:14.850Z,38.822,143.582,33,4.1,mb,,,,0.8,us,usp00041mk,2014-11-07T00:45:09.570Z,"156 km ESE of Kamaishi, Japan",earthquake,,,,1,reviewed,us,us
1989-11-02T07:09:27.400Z,39.822,142.602,33,3.8,mb,,,,1.4,us,usp00041mg,2014-11-07T00:45:09.542Z,"59 km ENE of Miyako, Japan",earthquake,,,,3,reviewed,us,us
1989-11-02T04:01:40.140Z,39.437,143.432,33,4.1,mb,,,,0.9,us,usp00041mb,2014-11-07T00:45:09.504Z,"127 km E of Yamada, Japan",earthquake,,,,2,reviewed,us,us
1989-11-02T02:22:51.520Z,39.422,143.468,33,4.6,mb,,,,1,us,usp00041m7,2014-11-07T00:45:09.484Z,"130 km E of Yamada, Japan",earthquake,,,,6,reviewed,us,us
1989-11-02T01:42:38.560Z,39.534,143.511,33,4.8,mb,,,,1,us,usp00041m4,2014-11-07T00:45:09.428Z,"134 km E of Yamada, Japan",earthquake,,,,9,reviewed,us,us
1989-11-02T01:13:25.940Z,39.567,143.378,30.1,4.5,mb,,,,1,us,usp00041m3,2014-11-07T00:45:09.422Z,"123 km E of Yamada, Japan",earthquake,,,,5,reviewed,us,us
1989-11-02T01:09:42.520Z,39.404,143.52,27.3,4.7,mb,,,,0.9,us,usp00041m2,2014-11-07T00:45:09.406Z,"135 km E of Yamada, Japan",earthquake,,,,15,reviewed,us,us
1989-11-01T23:20:16.540Z,39.338,143.556,29.3,4.2,mb,,,,0.6,us,usp00041ky,2014-11-07T00:45:09.389Z,"139 km E of Yamada, Japan",earthquake,,,,3,reviewed,us,us
1989-11-01T23:05:46.310Z,39.179,142.997,38.7,5.5,ms,,,,0.9,us,usp00041kx,2022-04-28T20:06:33.828Z,"95 km ESE of Yamada, Japan",earthquake,,7.3,,1,reviewed,us,us
1989-11-01T23:04:48.190Z,39.52,143.136,31.4,4.3,mb,,,,1,us,usp00041kw,2014-11-07T00:45:09.331Z,"102 km E of Yamada, Japan",earthquake,,,,4,reviewed,us,us
1989-11-01T22:34:26.890Z,39.345,143.411,33,4.4,mb,,,,1.1,us,usp00041kv,2014-11-07T00:45:09.321Z,"126 km E of Yamada, Japan",earthquake,,,,4,reviewed,us,us
1989-11-01T22:09:29.830Z,39.444,143.336,33,4.1,mb,,,,1.4,us,usp00041ku,2014-11-07T00:45:09.316Z,"119 km E of Yamada, Japan",earthquake,,,,1,reviewed,us,us
1989-11-01T21:53:25.480Z,39.897,142.961,33,4.8,mb,,,,1.1,us,usp00041kt,2014-11-07T00:45:09.292Z,"91 km ENE of Miyako, Japan",earthquake,,,,9,reviewed,us,us
1989-11-01T21:40:18.760Z,39.689,143.354,33,4.8,mb,,,,0.9,us,usp00041kr,2014-11-07T00:45:09.277Z,"121 km E of Miyako, Japan",earthquake,,,,9,reviewed,us,us
1989-11-01T20:20:02.780Z,39.998,142.714,57.1,5.3,mb,,,,1,us,usp00041kq,2022-04-28T20:06:28.466Z,"76 km ENE of Miyako, Japan",earthquake,,6.6,,38,reviewed,us,us
1989-11-01T19:57:12.950Z,35.235,133.23,33,5,mb,,,,1.2,us,usp00041kp,2014-11-07T00:45:09.227Z,"20 km S of Yasugich?, Japan",earthquake,,,,5,reviewed,us,us
1989-11-01T19:52:45.300Z,39.513,143.615,29.7,5.1,mb,,,,1,us,usp00041kn,2014-11-07T00:45:09.198Z,"143 km E of Yamada, Japan",earthquake,,,,23,reviewed,us,us
1989-11-01T19:29:31.830Z,39.551,143.592,33,4.5,mb,,,,0.9,us,usp00041km,2014-11-07T00:45:09.195Z,"141 km E of Yamada, Japan",earthquake,,,,3,reviewed,us,us
1989-11-01T18:49:05.020Z,40.108,142.466,33,4.5,mb,,,,1.5,us,usp00041kk,2014-11-07T00:45:09.192Z,"68 km NE of Miyako, Japan",earthquake,,,,5,reviewed,us,us
1989-11-01T18:36:33.890Z,39.637,143.137,30.2,6,mb,,,,1,us,usp00041kh,2022-04-28T20:06:27.016Z,"102 km E of Miyako, Japan",earthquake,,,,40,reviewed,us,us
1989-11-01T18:25:34.940Z,39.837,142.76,28.6,7.4,mw,,,,1.1,us,usp00041kg,2022-04-28T20:06:21.165Z,"73 km ENE of Miyako, Japan",earthquake,,,,,reviewed,us,hrv
1989-11-01T12:24:02.960Z,39.432,143.249,33.3,5.2,mw,,,,0.9,us,usp00041jy,2016-11-09T23:51:55.461Z,"111 km E of Yamada, Japan",earthquake,,,,,reviewed,us,hrv
1989-10-31T05:07:57.360Z,39.579,143.257,33,4.7,mb,,,,0.8,us,usp00041h7,2014-11-07T00:45:06.138Z,"113 km E of Yamada, Japan",earthquake,,,,20,reviewed,us,us
1989-10-29T23:18:04.500Z,39.832,143.198,10,5.3,ms,,,,1.1,us,usp00041f8,2014-11-07T00:45:05.893Z,"109 km E of Miyako, Japan",earthquake,,,,1,reviewed,us,us
1989-10-29T16:07:47.720Z,39.513,143.643,10,4.1,mb,,,,1.3,us,usp00041ea,2014-11-07T00:45:05.427Z,"145 km E of Yamada, Japan",earthquake,,,,3,reviewed,us,us
1989-10-29T15:53:10.700Z,39.531,143.412,10,5.5,mw,,,,0.9,us,usp00041e9,2022-04-28T20:10:04.096Z,"125 km E of Yamada, Japan",earthquake,,,,,reviewed,us,hrv
1989-10-29T12:45:37.640Z,39.748,143.326,10,4.4,mb,,,,1.4,us,usp00041e2,2014-11-07T00:45:05.393Z,"119 km E of Miyako, Japan",earthquake,,,,3,reviewed,us,us
1989-10-29T10:51:25.300Z,39.5,143.408,18,5.5,mw,,,,1.1,us,usp00041dz,2022-04-28T20:10:02.996Z,"125 km E of Yamada, Japan",earthquake,,,,,reviewed,us,hrv
1989-10-29T06:16:04.840Z,39.934,142.822,10,4.1,mb,,,,1.7,us,usp00041dr,2014-11-07T00:45:05.364Z,"81 km ENE of Miyako, Japan",earthquake,,,,2,reviewed,us,us
1989-10-29T05:37:51.360Z,39.54,143.405,10,5,mb,,,,0.9,us,usp00041dp,2014-11-07T00:45:05.358Z,"125 km E of Yamada, Japan",earthquake,,,,23,reviewed,us,us
1989-10-29T05:25:38.270Z,39.571,143.333,9.6,6.9,mw,,,,1,us,usp00041dn,2022-04-28T20:10:01.685Z,"119 km E of Yamada, Japan",earthquake,,,,,reviewed,us,nc
1989-10-29T03:32:30.490Z,39.607,143.508,10,4.7,mb,,,,1.2,us,usp00041dh,2014-11-07T00:45:05.302Z,"134 km E of Miyako, Japan",earthquake,,,,8,reviewed,us,us
1989-10-29T03:09:10.720Z,39.59,143.458,10,5.9,mw,,,,1,us,usp00041dg,2022-04-28T20:10:00.465Z,"130 km E of Yamada, Japan",earthquake,,,,,reviewed,us,hrv
1989-10-28T04:42:24.820Z,36.587,142.645,34.1,4.5,mb,,,,1.4,us,usp00041cg,2014-11-07T00:45:05.203Z,"165 km ESE of Iwaki, Japan",earthquake,,,,7,reviewed,us,us
1989-10-28T02:27:54.420Z,34.025,135.637,62.5,4,m,,,,0.4,us,usp00041ce,2014-11-07T00:45:05.199Z,"20 km S of K?ya, Japan",earthquake,,10.9,,,reviewed,us,jma
1989-10-27T10:59:39.670Z,39.542,143.959,10,4.3,mb,,,,0.5,us,usp00041bq,2014-11-07T00:45:05.094Z,"172 km E of Yamada, Japan",earthquake,,,,1,reviewed,us,us
1989-10-27T08:42:45.840Z,39.781,143.954,10,3.9,mb,,,,0.9,us,usp00041bk,2014-11-07T00:45:05.088Z,"173 km E of Miyako, Japan",earthquake,,,,1,reviewed,us,us
1989-10-27T08:09:00.700Z,39.87,143.618,10,4.8,mb,,,,1.2,us,usp00041bg,2014-11-07T00:45:05.074Z,"145 km E of Miyako, Japan",earthquake,,,,18,reviewed,us,us
1989-10-27T03:03:21.410Z,39.644,143.741,10,4.7,mb,,,,1.1,us,usp00041b6,2014-11-07T00:45:05.050Z,"154 km E of Miyako, Japan",earthquake,,,,19,reviewed,us,us
1989-10-27T02:24:00.520Z,39.873,143.714,10,4.7,mb,,,,1,us,usp00041b5,2014-11-07T00:45:05.046Z,"off the east coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
1989-10-27T02:06:08.090Z,39.752,143.602,10,5.3,mb,,,,1,us,usp00041b4,2022-04-28T20:09:58.189Z,"off the east coast of Honshu, Japan",earthquake,,,,41,reviewed,us,us
1989-10-27T01:45:55.080Z,39.823,143.692,9.1,6.4,mw,,,,1,us,usp00041b1,2022-04-28T20:09:57.121Z,"151 km E of Miyako, Japan",earthquake,,,,,reviewed,us,nc
1989-10-27T00:19:56.990Z,39.68,143.821,10,5,mb,,,,1.1,us,usp00041ax,2014-11-07T00:45:04.831Z,"161 km E of Miyako, Japan",earthquake,,,,36,reviewed,us,us
1989-10-26T22:56:38.250Z,39.723,143.771,10,4.9,mb,,,,1,us,usp00041au,2014-11-07T00:45:04.821Z,"157 km E of Miyako, Japan",earthquake,,,,18,reviewed,us,us
1989-10-26T22:52:59.230Z,39.743,143.811,10,4.6,mb,,,,1,us,usp00041at,2014-11-07T00:45:04.817Z,"160 km E of Miyako, Japan",earthquake,,,,10,reviewed,us,us
1989-10-26T22:41:18.230Z,35.225,133.431,10,4.9,mb,,,,1.4,us,usp00041as,2014-11-07T00:45:04.811Z,"24 km SSE of Yonago, Japan",earthquake,,,,4,reviewed,us,us
1989-10-26T20:01:24.790Z,39.764,143.664,10,4.7,mb,,,,1,us,usp00041aq,2014-11-07T00:45:04.793Z,"148 km E of Miyako, Japan",earthquake,,,,16,reviewed,us,us
1989-10-26T18:05:19.170Z,34.154,135.686,72.1,3.8,m,,,,0.3,us,usp00041ak,2014-11-07T00:45:04.784Z,"8 km SE of K?ya, Japan",earthquake,,9.7,,,reviewed,us,jma
1989-10-26T17:53:06.520Z,39.821,143.963,10,3.2,mb,,,,0.6,us,usp00041aj,2014-11-07T00:45:04.782Z,"174 km E of Miyako, Japan",earthquake,,,,2,reviewed,us,us
1989-10-26T17:06:41.620Z,39.812,143.539,8,6.2,mw,,,,0.9,us,usp00041af,2022-04-28T20:09:53.726Z,"138 km E of Miyako, Japan",earthquake,,,,,reviewed,us,nc
1989-10-26T01:45:58.680Z,39.709,143.865,33,5.2,mb,,,,0.9,us,usp000419d,2014-11-07T00:45:04.655Z,"165 km E of Miyako, Japan",earthquake,,,,8,reviewed,us,us
1989-10-22T17:16:28.150Z,39.723,141.581,33,3.2,m,,,,1.4,us,usp000413z,2014-11-07T00:45:04.042Z,"31 km WNW of Miyako, Japan",earthquake,,,,,reviewed,us,jma
1989-10-21T06:56:09.160Z,33.926,134.507,10,3.3,m,,,,1.3,us,usp0004122,2014-11-07T00:45:03.524Z,"10 km SW of Komatsushimach?, Japan",earthquake,,,,,reviewed,us,jma
1989-10-21T02:20:32.750Z,36.152,139.857,53.5,3.8,m,,,,0.6,us,usp000411t,2014-11-07T00:45:03.481Z,"7 km NE of Sakai, Japan",earthquake,,13.9,,,reviewed,us,jma
1989-10-14T22:53:24.140Z,36.495,142.438,40.1,4.6,mb,,,,1.2,us,usp00040q1,2014-11-07T00:45:01.847Z,"151 km ESE of Iwaki, Japan",earthquake,,,,2,reviewed,us,us
1989-10-14T12:57:19.050Z,34.987,138.502,10,3.9,m,,,,0.9,us,usp00040pk,2014-11-07T00:45:01.802Z,"10 km E of Shizuoka, Japan",earthquake,,,,,reviewed,us,jma
1989-10-14T07:15:17.190Z,35.196,139.184,10,3,m,,,,0.4,us,usp00040p9,2014-11-07T00:45:01.780Z,"6 km SSE of Odawara, Japan",earthquake,,,,,reviewed,us,jma
1989-10-14T06:08:35.350Z,34.12,135.203,10,3,m,,,,1.2,us,usp00040p6,2014-11-07T00:45:01.773Z,"3 km SSW of Kainan, Japan",earthquake,,,,,reviewed,us,jma
1989-10-14T06:05:54.110Z,34.18,135.164,10,3.7,m,,,,1.2,us,usp00040p4,2014-11-07T00:45:01.769Z,"4 km SSE of Minato, Japan",earthquake,,,,,reviewed,us,jma
1989-10-13T21:19:57.960Z,34.726,139.531,25.5,5.4,mw,,,,1.2,us,usp00040nn,2022-04-28T17:26:43.423Z,"41 km SW of Tateyama, Japan",earthquake,,,,,reviewed,us,hrv
